
<<< setup

 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 838 variables, 1,184 constraints
 ! Presolve      : 349 extractables eliminated
 ! TimeLimit            = 30
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.03s (0.03s extraction + 0.01s propagation)
 !  . Log search space  : 243.2 (before), 243.2 (after)
 !  . Memory usage      : 4.1 MB (before), 4.1 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0        640                 -
 + New bound is 0
 ! Using temporal relaxation.
 *             4      213  0.18s        1      (gap is 100.0%)
 ! Using failure-directed search.
               4      675          6    1         1 >= vUsed(5)
 + New bound is 1 (gap is 75.00%)
               4      875          6    1         1 >= vUsed(6)
 + New bound is 2 (gap is 50.00%)
               4    1,151        436    1   F         !presenceOf(itvJ2V#71#5)
 + New bound is 3 (gap is 25.00%)
               4   34,498        277    1   F         !presenceOf(itvJ2V#73#1)
 + New bound is 4 (gap is 0.00%)
 ! ----------------------------------------------------------------------------
 ! Search completed, 1 solution found.
 ! Best objective         : 4 (optimal - effective tol. is 0)
 ! Best bound             : 4
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 262,893
 ! Number of fails        : 153,713
 ! Total memory usage     : 69.5 MB (69.1 MB CP Optimizer + 0.4 MB Concert)
 ! Time spent in solve    : 5.38s (5.35s engine + 0.03s extraction)
 ! Search speed (br. / s) : 49,148.1
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
8	charge	5	1121	1126
8	charge	6	459	464
8	charge	7	1258	1263
8	charge	8	1206	1211
8	charge	12	1156	1161
8	charge	14	1401	1406
8	charge	15	914	919
8	charge	15	1426	1431
8	charge	19	400	405
8	charge	20	1143	1148
8	charge	21	220	225
8	charge	24	687	692
8	charge	24	1239	1244
8	charge	25	176	181
8	charge	26	730	735
8	charge	30	519	524
8	charge	31	150	155
8	charge	32	650	655
8	charge	33	94	99
8	charge	34	59	64
8	charge	34	821	826
8	charge	37	263	268
8	charge	38	123	128
8	return	0	1453	1453
8	start	0	0	0
9	charge	1	459	464
9	charge	2	264	269
9	charge	3	1327	1332
9	charge	4	244	249
9	charge	11	890	895
9	charge	14	1153	1158
9	charge	16	1054	1059
9	charge	18	114	119
9	charge	20	405	410
9	charge	22	168	173
9	charge	26	1218	1223
9	charge	27	794	799
9	charge	27	1282	1287
9	charge	31	698	703
9	charge	32	130	135
9	charge	34	1075	1080
9	charge	35	432	437
9	charge	37	529	534
9	return	0	1336	1336
9	start	0	0	0
10	charge	6	975	980
10	charge	8	634	639
10	charge	10	674	679
10	charge	16	232	237
10	charge	17	461	466
10	charge	17	949	954
10	charge	21	928	933
10	charge	23	108	113
10	charge	24	135	140
10	charge	25	428	433
10	charge	33	348	353
10	charge	33	856	861
10	charge	36	168	173
10	charge	36	1176	1181
10	charge	36	1428	1433
10	charge	38	367	372
10	charge	39	539	544
10	charge	39	1059	1064
10	charge	40	726	731
10	start	0	0	0
10	return	0	1457	1457
11	charge	2	776	781
11	charge	3	159	164
11	charge	3	743	748
11	charge	4	988	993
11	charge	4	1236	1241
11	charge	5	871	876
11	charge	7	218	223
11	charge	7	478	483
11	charge	12	906	911
11	charge	13	371	376
11	charge	13	631	636
11	charge	14	657	662
11	charge	20	897	902
11	charge	24	411	416
11	charge	25	1436	1440
11	charge	28	679	684
11	charge	29	433	438
11	charge	29	715	720
11	charge	30	1299	1304
11	charge	35	960	965
11	charge	38	1343	1348
11	charge	39	1319	1324
11	start	0	0	0
11	return	0	1464	1464
Version identifier: 20.1.0.0 | 2020-11-10 | 9bedb6d68
CPXPARAM_TimeLimit                               30
CPXPARAM_MIP_Tolerances_AbsMIPGap                0.050000000000000003
CPXPARAM_MIP_Tolerances_MIPGap                   0.050000000000000003
Tried aggregator 1 time.
MIP Presolve eliminated 1927320 rows and 1019520 columns.
MIP Presolve modified 69920 coefficients.
Reduced MIP has 44139 rows, 942960 columns, and 2863760 nonzeros.
Reduced MIP has 942880 binaries, 80 generals, 0 SOSs, and 0 indicators.
Presolve time = 2.92 sec. (2604.81 ticks)
Tried aggregator 1 time.
Detecting symmetries...
MIP Presolve modified 52640 coefficients.
Reduced MIP has 44139 rows, 942960 columns, and 2863760 nonzeros.
Reduced MIP has 942880 binaries, 80 generals, 0 SOSs, and 0 indicators.
Presolve time = 3.58 sec. (2016.34 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap

      0     1  -1.00000e+37     0                      0.0000        0         

Root node processing (before b&c):
  Real time             =   30.52 sec. (10628.46 ticks)
Parallel b&c, 16 threads:
  Real time             =    0.00 sec. (0.00 ticks)
  Sync time (average)   =    0.00 sec.
  Wait time (average)   =    0.00 sec.
                          ------------
Total (root+branch&cut) =   30.52 sec. (10628.46 ticks)
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 424 variables, 586 constraints
 ! Presolve      : 461,866 extractables eliminated
 ! TimeLimit            = 120
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.13s (0.13s extraction + 0.00s propagation)
 !  . Log search space  : 106.8 (before), 106.8 (after)
 !  . Memory usage      : 109.5 MB (before), 109.5 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0        278                 -
 + New bound is 0
 ! Using temporal relaxation.
 *             4      121  3.72s        1      (gap is 100.0%)
 *             3      278  3.73s        1      (gap is 100.0%)
 *             2      398  3.75s        1      (gap is 100.0%)
 ! Using failure-directed search.
               2      536          4    1   F     1 >= vUsed(5)
 + New bound is 2 (gap is 0.00%)
 ! ----------------------------------------------------------------------------
 ! Search completed, 3 solutions found.
 ! Best objective         : 2 (optimal - effective tol. is 0)
 ! Best bound             : 2
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 8,334
 ! Number of fails        : 2,070
 ! Total memory usage     : 367.0 MB (135.6 MB CP Optimizer + 231.4 MB Concert)
 ! Time spent in solve    : 5.25s (5.13s engine + 0.13s extraction)
 ! Search speed (br. / s) : 1,627.1
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
1	mission	1	0	101
6	mission	1	101	375
3	mission	1	375	649
6	mission	1	649	923
1	mission	1	923	1197
3	mission	1	1197	1440
2	mission	2	0	168
1	mission	2	168	436
5	mission	2	436	704
3	mission	2	704	972
2	mission	2	972	1240
5	mission	2	1240	1440
3	mission	3	0	120
5	mission	3	120	386
4	mission	3	386	652
2	mission	3	652	918
5	mission	3	918	1184
4	mission	3	1184	1440
4	mission	4	0	211
2	mission	4	211	479
1	mission	4	479	747
4	mission	4	747	1015
6	mission	4	1015	1283
1	mission	4	1283	1440
1	charge	0	114	119
6	charge	0	388	393
3	charge	0	662	667
6	charge	0	936	941
1	charge	0	1210	1215
2	charge	0	184	189
1	charge	0	452	457
5	charge	0	720	725
3	charge	0	988	993
2	charge	0	1256	1261
3	charge	0	137	142
5	charge	0	403	408
4	charge	0	669	674
2	charge	0	935	940
5	charge	0	1201	1206
4	charge	0	227	232
2	charge	0	495	500
1	charge	0	763	768
4	charge	0	1031	1036
6	charge	0	1299	1304
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 74 variables, 367 constraints
 ! Presolve      : 461,866 extractables eliminated
 ! TimeLimit            = 120
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.03s (0.03s extraction + 0.00s propagation)
 !  . Log search space  : 60.7 (before), 60.7 (after)
 !  . Memory usage      : 109.5 MB (before), 109.5 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0         74                 -
 + New bound is 20,000
 *        20,385       57  0.12s        1      (gap is 1.89%)
 *        20,338      107  0.12s        1      (gap is 1.66%)
 *        20,321      546  0.12s        1      (gap is 1.58%)
 *        20,257      843  0.12s        1      (gap is 1.27%)
 *        20,233    1,015  0.12s        1      (gap is 1.15%)
 ! ----------------------------------------------------------------------------
 ! Search terminated by limit, 5 solutions found.
 ! Best objective         : 20,233 (gap is 1.15%)
 ! Best bound             : 20,000
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 55,737,949
 ! Number of fails        : 26,942,700
 ! Total memory usage     : 372.0 MB (140.7 MB CP Optimizer + 231.4 MB Concert)
 ! Time spent in solve    : 120.03s (120.00s engine + 0.03s extraction)
 ! Search speed (br. / s) : 464,482.9
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
1	charge	3	137	142
1	charge	3	403	408
1	charge	3	669	674
1	charge	3	935	940
1	charge	3	1201	1206
1	charge	4	227	232
1	charge	4	495	500
1	charge	4	763	768
1	charge	4	1031	1036
1	charge	4	1299	1304
1	start	0	0	0
1	return	0	1320	1320
2	charge	1	114	119
2	charge	1	388	393
2	charge	1	662	667
2	charge	1	936	941
2	charge	1	1210	1215
2	charge	2	184	189
2	charge	2	452	457
2	charge	2	720	725
2	charge	2	988	993
2	charge	2	1256	1261
2	return	0	1277	1277
2	start	0	0	0
Version identifier: 20.1.0.0 | 2020-11-10 | 9bedb6d68
CPXPARAM_TimeLimit                               120
CPXPARAM_MIP_Tolerances_AbsMIPGap                0.050000000000000003
CPXPARAM_MIP_Tolerances_MIPGap                   0.050000000000000003
Tried aggregator 1 time.
MIP Presolve eliminated 1692 rows and 952 columns.
MIP Presolve modified 624 coefficients.
Reduced MIP has 432 rows, 1072 columns, and 3520 nonzeros.
Reduced MIP has 1064 binaries, 8 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.03 sec. (3.09 ticks)
Found incumbent of value 40382.000000 after 0.06 sec. (6.99 ticks)
Probing fixed 28 vars, tightened 0 bounds.
Probing time = 0.05 sec. (8.99 ticks)
Cover probing fixed 0 vars, tightened 4 bounds.
Tried aggregator 1 time.
Detecting symmetries...
MIP Presolve eliminated 40 rows and 28 columns.
MIP Presolve modified 456 coefficients.
Reduced MIP has 392 rows, 1044 columns, and 3400 nonzeros.
Reduced MIP has 1036 binaries, 8 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.02 sec. (2.84 ticks)
Probing time = 0.05 sec. (3.10 ticks)
Clique table members: 2362.
MIP emphasis: balance optimality and feasibility.
MIP search method: dynamic search.
Parallel mode: deterministic, using up to 16 threads.
Root relaxation solution time = 0.08 sec. (5.77 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap

*     0+    0                        40382.0000        0.0000           100.00%
*     0     0      integral     0    20233.0000    20233.0000      346    0.00%
Elapsed time = 0.36 sec. (31.13 ticks, tree = 0.00 MB, solutions = 2)

Root node processing (before b&c):
  Real time             =    0.39 sec. (31.22 ticks)
Parallel b&c, 16 threads:
  Real time             =    0.00 sec. (0.00 ticks)
  Sync time (average)   =    0.00 sec.
  Wait time (average)   =    0.00 sec.
                          ------------
Total (root+branch&cut) =    0.39 sec. (31.22 ticks)
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 662 variables, 923 constraints
 ! Presolve      : 462,132 extractables eliminated
 ! TimeLimit            = 120
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.25s (0.25s extraction + 0.00s propagation)
 !  . Log search space  : 155.3 (before), 155.3 (after)
 !  . Memory usage      : 109.6 MB (before), 109.6 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0        453                 -
 + New bound is 0
 ! Using temporal relaxation.
 *             5      155  5.84s        1      (gap is 100.0%)
 *             4      462  5.85s        1      (gap is 100.0%)
 ! Using failure-directed search.
               4      818          1    1         1 >= vUsed(7)
 + New bound is 2 (gap is 50.00%)
 *             2      664  5.86s        2      (gap is 0.00%)
 ! ----------------------------------------------------------------------------
 ! Search completed, 3 solutions found.
 ! Best objective         : 2 (optimal - effective tol. is 0)
 ! Best bound             : 2
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 24,296
 ! Number of fails        : 9,345
 ! Total memory usage     : 390.3 MB (158.6 MB CP Optimizer + 231.7 MB Concert)
 ! Time spent in solve    : 15.11s (14.87s engine + 0.25s extraction)
 ! Search speed (br. / s) : 1,634.1
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
1	mission	1	0	268
3	mission	1	268	540
4	mission	1	540	812
7	mission	1	812	1084
2	mission	1	1084	1356
6	mission	1	1356	1440
2	mission	2	0	168
4	mission	2	168	426
5	mission	2	426	684
2	mission	2	684	942
6	mission	2	942	1200
5	mission	2	1200	1440
3	mission	3	0	192
6	mission	3	192	452
7	mission	3	452	712
1	mission	3	712	972
3	mission	3	972	1232
4	mission	3	1232	1440
4	mission	4	0	95
5	mission	4	95	357
2	mission	4	357	619
6	mission	4	619	881
5	mission	4	881	1143
7	mission	4	1143	1405
2	mission	4	1405	1440
5	mission	5	0	40
7	mission	5	40	328
1	mission	5	328	616
3	mission	5	616	904
4	mission	5	904	1192
1	mission	5	1192	1440
1	charge	0	282	287
3	charge	0	554	559
4	charge	0	826	831
7	charge	0	1098	1103
2	charge	0	1370	1375
2	charge	0	189	194
4	charge	0	447	452
5	charge	0	705	710
2	charge	0	963	968
6	charge	0	1221	1226
3	charge	0	212	217
6	charge	0	472	477
7	charge	0	732	737
1	charge	0	992	997
3	charge	0	1252	1257
4	charge	0	114	119
5	charge	0	376	381
2	charge	0	638	643
6	charge	0	900	905
5	charge	0	1162	1167
7	charge	0	1424	1429
5	charge	0	46	51
7	charge	0	334	339
1	charge	0	622	627
3	charge	0	910	915
4	charge	0	1198	1203
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 92 variables, 457 constraints
 ! Presolve      : 462,132 extractables eliminated
 ! TimeLimit            = 120
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.03s (0.03s extraction + 0.00s propagation)
 !  . Log search space  : 69.3 (before), 69.3 (after)
 !  . Memory usage      : 109.5 MB (before), 109.5 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0         92                 -
 + New bound is 20,000
 *        20,551       66  0.12s        1      (gap is 2.68%)
 *        20,542      282  0.12s        1      (gap is 2.64%)
 *        20,511      414  0.12s        1      (gap is 2.49%)
 *        20,504      920  0.12s        1      (gap is 2.46%)
 *        20,500    1,050  0.12s        1      (gap is 2.44%)
 *        20,484    2,222  0.12s        1      (gap is 2.36%)
 ! ----------------------------------------------------------------------------
 ! Search terminated by limit, 6 solutions found.
 ! Best objective         : 20,484 (gap is 2.36%)
 ! Best bound             : 20,000
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 55,209,851
 ! Number of fails        : 26,375,825
 ! Total memory usage     : 369.1 MB (137.4 MB CP Optimizer + 231.6 MB Concert)
 ! Time spent in solve    : 120.03s (120.01s engine + 0.03s extraction)
 ! Search speed (br. / s) : 460,066.8
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
1	charge	1	282	287
1	charge	1	826	831
1	charge	2	189	194
1	charge	2	447	452
1	charge	2	705	710
1	charge	2	1221	1226
1	charge	3	992	997
1	charge	3	1252	1257
1	charge	4	114	119
1	charge	4	376	381
1	charge	4	638	643
1	charge	4	1162	1167
1	charge	4	1424	1429
1	charge	5	334	339
1	charge	5	910	915
1	start	0	0	0
1	return	0	1448	1448
2	charge	1	554	559
2	charge	1	1098	1103
2	charge	1	1370	1375
2	charge	2	963	968
2	charge	3	212	217
2	charge	3	472	477
2	charge	3	732	737
2	charge	4	900	905
2	charge	5	46	51
2	charge	5	622	627
2	charge	5	1198	1203
2	return	0	1389	1389
2	start	0	0	0
Version identifier: 20.1.0.0 | 2020-11-10 | 9bedb6d68
CPXPARAM_TimeLimit                               120
CPXPARAM_MIP_Tolerances_AbsMIPGap                0.050000000000000003
CPXPARAM_MIP_Tolerances_MIPGap                   0.050000000000000003
Tried aggregator 1 time.
MIP Presolve eliminated 3525 rows and 1935 columns.
MIP Presolve modified 1020 coefficients.
Reduced MIP has 691 rows, 2125 columns, and 6875 nonzeros.
Reduced MIP has 2115 binaries, 10 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.13 sec. (6.00 ticks)
Probing fixed 5 vars, tightened 0 bounds.
Probing time = 0.11 sec. (18.83 ticks)
Cover probing fixed 5 vars, tightened 5 bounds.
Tried aggregator 1 time.
Detecting symmetries...
MIP Presolve eliminated 15 rows and 10 columns.
MIP Presolve modified 780 coefficients.
Reduced MIP has 676 rows, 2115 columns, and 6830 nonzeros.
Reduced MIP has 2105 binaries, 10 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.05 sec. (5.50 ticks)
Probing time = 0.03 sec. (3.76 ticks)
Clique table members: 4646.
MIP emphasis: balance optimality and feasibility.
MIP search method: dynamic search.
Parallel mode: deterministic, using up to 16 threads.
Root relaxation solution time = 0.34 sec. (34.58 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap

      0     0    20484.0000    66                  20484.0000     1076         
*     0+    0                        20484.0000    20484.0000             0.00%
      0     0        cutoff          20484.0000    20484.0000     1076    0.00%
Elapsed time = 1.95 sec. (158.19 ticks, tree = 0.01 MB, solutions = 1)

Root node processing (before b&c):
  Real time             =    2.00 sec. (158.34 ticks)
Parallel b&c, 16 threads:
  Real time             =    0.00 sec. (0.00 ticks)
  Sync time (average)   =    0.00 sec.
  Wait time (average)   =    0.00 sec.
                          ------------
Total (root+branch&cut) =    2.00 sec. (158.34 ticks)
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 978 variables, 1,374 constraints
 ! Presolve      : 462,535 extractables eliminated
 ! TimeLimit            = 120
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.38s (0.38s extraction + 0.00s propagation)
 !  . Log search space  : 213.6 (before), 213.6 (after)
 !  . Memory usage      : 109.6 MB (before), 109.6 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0        690                 -
 + New bound is 0
 ! Using temporal relaxation.
 *             6      193  8.26s        1      (gap is 100.0%)
 *             5      501  8.27s        1      (gap is 100.0%)
 *             4      693  8.31s        1      (gap is 100.0%)
 ! Using failure-directed search.
 *             3      873  8.43s        4      (gap is 100.0%)
               3    1,032        386    1         1 >= vUsed(8)
 + New bound is 2 (gap is 33.33%)
               3    3,061        223    1   F         !presenceOf(itvJ2V#52#5)
 + New bound is 3 (gap is 0.00%)
 ! ----------------------------------------------------------------------------
 ! Search completed, 4 solutions found.
 ! Best objective         : 3 (optimal - effective tol. is 0)
 ! Best bound             : 3
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 28,678
 ! Number of fails        : 11,053
 ! Total memory usage     : 410.5 MB (178.5 MB CP Optimizer + 232.0 MB Concert)
 ! Time spent in solve    : 19.12s (18.74s engine + 0.38s extraction)
 ! Search speed (br. / s) : 1,530.4
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
1	mission	1	0	97
2	mission	1	97	337
1	mission	1	337	577
7	mission	1	577	817
8	mission	1	817	1057
1	mission	1	1057	1297
8	mission	1	1297	1440
2	mission	2	0	35
9	mission	2	35	297
3	mission	2	297	559
4	mission	2	559	821
5	mission	2	821	1083
7	mission	2	1083	1345
4	mission	2	1345	1440
3	mission	3	0	206
6	mission	3	206	460
9	mission	3	460	714
1	mission	3	714	968
4	mission	3	968	1222
2	mission	3	1222	1440
4	mission	4	0	70
8	mission	4	70	328
5	mission	4	328	586
6	mission	4	586	844
2	mission	4	844	1102
9	mission	4	1102	1360
6	mission	4	1360	1440
5	mission	5	0	175
7	mission	5	175	471
2	mission	5	471	767
9	mission	5	767	1063
3	mission	5	1063	1359
1	mission	5	1359	1440
6	mission	6	0	130
4	mission	6	130	426
8	mission	6	426	722
3	mission	6	722	1018
6	mission	6	1018	1314
5	mission	6	1314	1440
1	charge	0	127	132
2	charge	0	367	372
1	charge	0	607	612
7	charge	0	847	852
8	charge	0	1087	1092
1	charge	0	1327	1332
2	charge	0	54	59
9	charge	0	316	321
3	charge	0	578	583
4	charge	0	840	845
5	charge	0	1102	1107
7	charge	0	1364	1369
3	charge	0	229	234
6	charge	0	483	488
9	charge	0	737	742
1	charge	0	991	996
4	charge	0	1245	1250
4	charge	0	91	96
8	charge	0	349	354
5	charge	0	607	612
6	charge	0	865	870
2	charge	0	1123	1128
9	charge	0	1381	1386
5	charge	0	177	182
7	charge	0	473	478
2	charge	0	769	774
9	charge	0	1065	1070
3	charge	0	1361	1366
6	charge	0	132	137
4	charge	0	428	433
8	charge	0	724	729
3	charge	0	1020	1025
6	charge	0	1316	1321
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 159 variables, 833 constraints
 ! Presolve      : 462,535 extractables eliminated
 ! TimeLimit            = 120
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.03s (0.03s extraction + 0.01s propagation)
 !  . Log search space  : 125.2 (before), 125.2 (after)
 !  . Memory usage      : 109.5 MB (before), 109.5 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0        159                 -
 + New bound is 30,000
 *        30,803      131  0.23s        1      (gap is 2.61%)
 *        30,760      241  0.23s        1      (gap is 2.47%)
 *        30,656      693  0.23s        1      (gap is 2.14%)
 *        30,652    1,939  0.23s        1      (gap is 2.13%)
 *        30,642    1,442  0.23s        2      (gap is 2.10%)
 *        30,628    1,949  0.23s        2      (gap is 2.05%)
 *        30,625    2,357  0.23s        3      (gap is 2.04%)
 *        30,599    2,393  0.23s        3      (gap is 1.96%)
 *        30,591      995  0.23s        7      (gap is 1.93%)
 *        30,581    1,086  0.23s        7      (gap is 1.90%)
 *        30,574    1,120  0.23s        7      (gap is 1.88%)
 *        30,573    2,180  0.23s       11      (gap is 1.87%)
 *        30,569    2,416  0.23s       11      (gap is 1.86%)
 *        30,565   11,380  0.59s        1      (gap is 1.85%)
 *        30,562   12,908  0.59s        1      (gap is 1.84%)
 *        30,554    7,420  0.59s        2      (gap is 1.81%)
 *        30,551    7,578  0.59s        2      (gap is 1.80%)
 *        30,539   10,784  0.59s        2      (gap is 1.76%)
 *        30,537    7,772  0.59s        3      (gap is 1.76%)
 ! Time = 0.59s, Average fail depth = 10, Memory usage = 131.3 MB
 ! Current bound is 30,000 (gap is 1.76%)
 !          Best Branches  Non-fixed    W       Branch decision
 *        30,525    7,550  0.59s        4      (gap is 1.72%)
 *        30,522    2,907  0.59s        7      (gap is 1.71%)
 *        30,518    7,930  0.59s        9      (gap is 1.70%)
 *        30,514   10,153  0.59s        9      (gap is 1.68%)
 ! ----------------------------------------------------------------------------
 ! Search terminated by limit, 23 solutions found.
 ! Best objective         : 30,514 (gap is 1.68%)
 ! Best bound             : 30,000
 ! ----------------------------------------------------------------------------
 ! Number of branches     : 50,249,564
 ! Number of fails        : 23,736,003
 ! Total memory usage     : 372.2 MB (140.3 MB CP Optimizer + 231.9 MB Concert)
 ! Time spent in solve    : 120.07s (120.05s engine + 0.03s extraction)
 ! Search speed (br. / s) : 418,603.3
 ! ----------------------------------------------------------------------------
v	task	loc	s	e
1	charge	1	847	852
1	charge	1	1087	1092
1	charge	1	1327	1332
1	charge	3	229	234
1	charge	3	483	488
1	charge	3	737	742
1	charge	4	91	96
1	charge	4	1381	1386
1	charge	5	177	182
1	charge	6	132	137
1	start	0	0	0
1	return	0	1407	1407
2	charge	2	54	59
2	charge	2	316	321
2	charge	2	578	583
2	charge	3	1245	1250
2	charge	4	349	354
2	charge	4	607	612
2	charge	4	865	870
2	charge	4	1123	1128
2	charge	5	473	478
2	charge	5	1361	1366
2	charge	6	428	433
2	charge	6	1316	1321
2	return	0	1368	1368
2	start	0	0	0
3	charge	1	127	132
3	charge	1	367	372
3	charge	1	607	612
3	charge	2	840	845
3	charge	2	1102	1107
3	charge	2	1364	1369
3	charge	3	991	996
3	charge	5	769	774
3	charge	5	1065	1070
3	charge	6	724	729
3	charge	6	1020	1025
3	start	0	0	0
3	return	0	1388	1388
Version identifier: 20.1.0.0 | 2020-11-10 | 9bedb6d68
CPXPARAM_TimeLimit                               120
CPXPARAM_MIP_Tolerances_AbsMIPGap                0.050000000000000003
CPXPARAM_MIP_Tolerances_MIPGap                   0.050000000000000003
Tried aggregator 1 time.
MIP Presolve eliminated 6750 rows and 3708 columns.
MIP Presolve modified 1560 coefficients.
Reduced MIP has 1041 rows, 3852 columns, and 12324 nonzeros.
Reduced MIP has 3840 binaries, 12 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.19 sec. (10.96 ticks)
Probing fixed 73 vars, tightened 0 bounds.
Probing time = 0.48 sec. (21.47 ticks)
Cover probing fixed 0 vars, tightened 18 bounds.
Tried aggregator 1 time.
Detecting symmetries...
MIP Presolve eliminated 98 rows and 73 columns.
MIP Presolve modified 1114 coefficients.
Reduced MIP has 943 rows, 3779 columns, and 12025 nonzeros.
Reduced MIP has 3767 binaries, 12 generals, 0 SOSs, and 0 indicators.
Presolve time = 0.09 sec. (9.43 ticks)
Probing time = 0.31 sec. (5.48 ticks)
Clique table members: 8110.
MIP emphasis: balance optimality and feasibility.
MIP search method: dynamic search.
Parallel mode: deterministic, using up to 16 threads.
Root relaxation solution time = 0.56 sec. (61.88 ticks)

        Nodes                                         Cuts/
   Node  Left     Objective  IInf  Best Integer    Best Bound    ItCnt     Gap

      0     0    30514.0000   191                  30514.0000     1189         
*     0+    0                        30514.0000    30514.0000             0.00%
      0     0        cutoff          30514.0000    30514.0000     1189    0.00%
Elapsed time = 3.13 sec. (228.23 ticks, tree = 0.01 MB, solutions = 1)

Root node processing (before b&c):
  Real time             =    3.20 sec. (228.50 ticks)
Parallel b&c, 16 threads:
  Real time             =    0.00 sec. (0.00 ticks)
  Sync time (average)   =    0.00 sec.
  Wait time (average)   =    0.00 sec.
                          ------------
Total (root+branch&cut) =    3.20 sec. (228.50 ticks)
 ! --------------------------------------------------- CP Optimizer 20.1.0.0 --
 ! Minimization problem - 1,324 variables, 1,869 constraints
 ! Presolve      : 463,089 extractables eliminated
 ! TimeLimit            = 120
 ! LogVerbosity         = Terse
 ! OptimalityTolerance  = 1e-07
 ! RelativeOptimalityTolerance = 1e-07
 ! SearchConfiguration  = 36,864
 ! Initial process time : 0.53s (0.53s extraction + 0.00s propagation)
 !  . Log search space  : 267.4 (before), 267.4 (after)
 !  . Memory usage      : 109.6 MB (before), 109.6 MB (after)
 ! Using parallel search with 16 workers.
 ! ----------------------------------------------------------------------------
 !          Best Branches  Non-fixed    W       Branch decision
                        0        941                 -
 + New bound is 0
 ! Using temporal relaxation.
 *             7      227  11.89s       1      (gap is 100.0%)
 *             6      514  11.90s       1      (gap is 100.0%)
